id_oportunidade,cod_interno,data_criacao,mes,operacao,tipologia,comercial,estado,origem_contacto,imoveis_consultados,tem_visita,projetos
327,41319562,2026-07-27,2026-07,arrendamento,T3,Eugénia,Cliente do Portal,idealista.com,YR00019,0,
328,41323964,2026-07-28,2026-07,venda,T1,Eugénia,Cliente do Portal,idealista.com,YR00039,0,Celta Residences
329,41324087,2026-07-28,2026-07,venda,T1,Joana,Cliente do Portal,idealista.com,YR00039,0,Celta Residences
332,41332173,2026-07-28,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
333,41333687,2026-07-29,2026-07,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
335,41340191,2026-07-29,2026-07,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,YR00006,0,Prime Living
336,41340932,2026-07-29,2026-07,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,34878517,0,Jardins da Seara
337,41340933,2026-07-29,2026-07,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00029,0,Jardins da Seara
339,41343931,2026-07-29,2026-07,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,"34878517,YR00059",0,Jardins da Seara;Magnolia
340,41344094,2026-07-29,2026-07,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,YR00006,0,Prime Living
341,41344938,2026-07-29,2026-07,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,34878517,0,Jardins da Seara
342,41345236,2026-07-29,2026-07,arrendamento,T2,Joana,Cliente do Portal,idealista.com,"YR00006,YR00023",0,Prime Living;Jardins da Seara
344,41346616,2026-07-30,2026-07,venda,T1,Eugénia,Cliente do Portal,idealista.com,YR00040,0,Haizea
346,41346996,2026-07-30,2026-07,arrendamento,T3,Eugénia,Cliente do Portal,idealista.com,YR00019,0,
347,41351902,2026-07-30,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,imovirtual.com,YR00024,0,Jardins da Seara
348,41352850,2026-07-30,2026-07,venda,T2,Sandra,Cliente do Portal,idealista.com,YR00027,0,Prime Living
349,41353533,2026-07-30,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,imovirtual.com,YR00024,0,Jardins da Seara
350,41354823,2026-07-30,2026-07,arrendamento,T1,Joana,Cliente do Portal,idealista.com,YR00042,0,Jardins do Marquês
351,41355572,2026-07-30,2026-07,arrendamento,T2,Sandra,Cliente do Portal,imovirtual.com,"YR00029,YR00022",0,Jardins da Seara
352,41355646,2026-07-30,2026-07,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,"YR00043,YR00016",0,Jardins do Marquês;Santos Pousada
353,41356970,2026-07-30,2026-07,arrendamento,T2,Teresa,Cliente do Portal,idealista.com,YR00043,0,Jardins do Marquês
357,41376079,2026-07-30,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00043,0,Jardins do Marquês
358,41376934,2026-07-30,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
359,41377103,2026-07-30,2026-07,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00043,0,Jardins do Marquês
360,41377226,2026-07-30,2026-07,arrendamento,T2,Joana,Cliente do Portal,imovirtual.com,YR00029,0,Jardins da Seara
361,41377505,2026-07-30,2026-07,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00043,0,Jardins do Marquês
362,41378350,2026-07-31,2026-07,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,"YR00029,YR00023",0,Jardins da Seara
364,41379582,2026-07-31,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
365,41379737,2026-07-31,2026-07,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
367,41380306,2026-07-31,2026-07,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
368,41380318,2026-07-31,2026-07,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
369,41380325,2026-07-31,2026-07,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
371,41380345,2026-07-31,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
372,41380359,2026-07-31,2026-07,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
373,41380374,2026-07-31,2026-07,arrendamento,T1,Sandra,Cliente do Portal,Meta,"YR00042,YR00043",0,Jardins do Marquês
375,41380390,2026-07-31,2026-07,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
376,41380411,2026-07-31,2026-07,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
377,41380423,2026-07-31,2026-07,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
379,41380455,2026-07-31,2026-07,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
380,41380487,2026-07-31,2026-07,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
381,41380493,2026-07-31,2026-07,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
383,41380516,2026-07-31,2026-07,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
384,41380555,2026-07-31,2026-07,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
385,41381273,2026-07-31,2026-07,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00006,0,Prime Living
388,41383473,2026-07-31,2026-07,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00006,0,Prime Living
389,41384179,2026-07-31,2026-07,arrendamento,T2,Teresa,Cliente do Portal,imovirtual.com,YR00024,0,Jardins da Seara
390,41385656,2026-07-31,2026-07,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00011,0,White Tower
391,41398107,2026-08-03,2026-08,arrendamento,T3,Joana,Cliente do Portal,imovirtual.com,YR00019,0,
394,41398111,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,imovirtual.com,YR00024,0,Jardins da Seara
395,41398112,2026-08-03,2026-08,arrendamento,T2,Joana,Cliente do Portal,imovirtual.com,"YR00024,YR00006,YR00022,YR00029,YR00023,YR00028",0,Jardins da Seara;Prime Living
398,41401410,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,imovirtual.com,YR00024,0,Jardins da Seara
399,41405235,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
400,41405516,2026-08-03,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
401,41405561,2026-08-03,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
402,41406857,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
403,41406867,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
404,41407268,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
405,41407285,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
406,41407302,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
407,41407467,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
408,41407486,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
409,41407532,2026-08-03,2026-08,arrendamento,T1,Giovana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
410,41407538,2026-08-03,2026-08,arrendamento,T2,Giovana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
411,41407560,2026-08-03,2026-08,arrendamento,T2,Giovana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
412,41408187,2026-08-03,2026-08,arrendamento,T2,Giovana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
413,41408190,2026-08-03,2026-08,arrendamento,T1,Giovana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
414,41408193,2026-08-03,2026-08,arrendamento,T1,Giovana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
415,41408197,2026-08-03,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
416,41408221,2026-08-03,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
417,41408227,2026-08-03,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
418,41408234,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
419,41408249,2026-08-03,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
420,41408259,2026-08-03,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
421,41408394,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
422,41408988,2026-08-03,2026-08,arrendamento,T2,Giovana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
423,41409065,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
424,41409084,2026-08-03,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
425,41409096,2026-08-03,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
426,41409108,2026-08-03,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
427,41409118,2026-08-03,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
428,41409129,2026-08-03,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
429,41409148,2026-08-03,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
430,41409152,2026-08-03,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
431,41409170,2026-08-03,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
432,41409259,2026-08-03,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
433,41409263,2026-08-03,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
434,41409274,2026-08-03,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
435,41409280,2026-08-03,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
436,41409285,2026-08-03,2026-08,arrendamento,T2,Giovana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
437,41409289,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
438,41409297,2026-08-03,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
439,41409311,2026-08-03,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
440,41409323,2026-08-03,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
441,41409358,2026-08-03,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
442,41409372,2026-08-03,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
444,41409414,2026-08-03,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
445,41409423,2026-08-03,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
446,41409439,2026-08-03,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
447,41415489,2026-08-04,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,"34878517,34869552",0,Jardins da Seara;Douro Nobilis
448,41415491,2026-08-04,2026-08,arrendamento,T1,Joana,Cliente do Portal,imovirtual.com,34878517,0,Jardins da Seara
449,41415706,2026-08-04,2026-08,venda,T1,Sandra,Cliente do Portal,imovirtual.com,YR00039,0,Celta Residences
450,41415708,2026-08-04,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00016,0,Santos Pousada
451,41415709,2026-08-04,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,"YR00029,YR00006",0,Jardins da Seara;Prime Living
452,41415710,2026-08-04,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,"YR00043,YR00016",0,Jardins do Marquês;Santos Pousada
453,41415781,2026-08-04,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
454,41415783,2026-08-04,2026-08,arrendamento,T2,Sandra,Cliente do Portal,imovirtual.com,"YR00006,YR00024,YR00029",0,Prime Living;Jardins da Seara
456,41415830,2026-08-04,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
457,41415831,2026-08-04,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
460,41415921,2026-08-04,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,34878517,0,Jardins da Seara
461,41415923,2026-08-04,2026-08,arrendamento,T2,Joana,Cliente do Portal,imovirtual.com,YR00006,0,Prime Living
462,41415994,2026-08-04,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00029,0,Jardins da Seara
464,41420224,2026-08-04,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00048,0,
465,41421634,2026-08-04,2026-08,arrendamento,T3,Sandra,Cliente do Portal,imovirtual.com,YR00019,0,
466,41422119,2026-08-04,2026-08,venda,T0,Eugénia,Cliente do Portal,idealista.com,34674607,0,
467,41422239,2026-08-04,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
468,41422254,2026-08-04,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
469,41422263,2026-08-04,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
470,41422304,2026-08-04,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
471,41422895,2026-08-04,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
472,41423974,2026-08-04,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
473,41426970,2026-08-04,2026-08,venda,T2,Joana,Cliente do Portal,idealista.com,YR00026,0,Jardins da Seara
474,41427405,2026-08-04,2026-08,arrendamento,T3,Sandra,Cliente do Portal,idealista.com,"YR00028,YR00023,YR00011",0,Jardins da Seara;White Tower
476,41428145,2026-08-04,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,"YR00004,4.7",0,Prime Living;Riverline
477,41431109,2026-08-05,2026-08,venda,T2,Eugénia,Cliente do Portal,idealista.com,YR00027,0,Prime Living
479,41444725,2026-08-05,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
480,41444949,2026-08-05,2026-08,arrendamento,T1,Joana,Cliente do Portal,idealista.com,YR00013,0,Jardins da Seara
481,41445486,2026-08-05,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
482,41445502,2026-08-05,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
483,41445510,2026-08-05,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
485,41445521,2026-08-05,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
486,41445534,2026-08-05,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
487,41445544,2026-08-05,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
488,41445558,2026-08-05,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
489,41445590,2026-08-05,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
490,41445598,2026-08-05,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
491,41445607,2026-08-05,2026-08,arrendamento,T0,Giovana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
492,41445608,2026-08-05,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
493,41445610,2026-08-05,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
494,41445611,2026-08-05,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
495,41445614,2026-08-05,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
496,41445747,2026-08-05,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00006,0,Prime Living
498,41451689,2026-08-05,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00023,0,Jardins da Seara
499,41452981,2026-08-06,2026-08,arrendamento,T0,Joana,Cliente do Portal,idealista.com,"YR00051,YR00048",0,
500,41453031,2026-08-06,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,"YR00023,YR00011",0,Jardins da Seara;White Tower
501,41453083,2026-08-06,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00006,0,Prime Living
502,41456446,2026-08-06,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00011,0,White Tower
505,41461423,2026-08-06,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,idealista.com,"YR00013,YR00006",0,Jardins da Seara;Prime Living
506,41463335,2026-08-06,2026-08,arrendamento,T3,Joana,Cliente do Portal,idealista.com,35030596,0,Riverline
507,41463475,2026-08-06,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00006,0,Prime Living
508,41464033,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00048,0,
509,41466038,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
510,41466050,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
511,41466055,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
512,41466056,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
513,41466068,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
514,41466076,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
516,41466096,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
517,41466108,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
518,41466127,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
519,41466134,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
520,41466150,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
521,41466157,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
522,41466161,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
523,41466178,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
524,41466188,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
525,41466197,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
526,41466202,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
527,41466206,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
528,41466212,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
529,41466218,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
530,41466243,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
531,41466264,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
532,41466284,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
533,41466295,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
534,41466303,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
535,41466390,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
536,41466399,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
537,41466406,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
538,41466418,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
539,41466420,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
540,41466455,2026-08-07,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
541,41466465,2026-08-07,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
542,41466473,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
543,41466484,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
544,41466500,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
545,41466512,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
546,41466523,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
547,41466531,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
548,41466541,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
549,41466551,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
551,41466578,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
552,41466587,2026-08-07,2026-08,arrendamento,T0,Joana,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
553,41466590,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
554,41466603,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
555,41466677,2026-08-07,2026-08,arrendamento,T2,Joana,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
556,41466689,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
557,41466699,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
558,41466713,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
559,41466719,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
560,41466722,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
561,41466726,2026-08-07,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
562,41466733,2026-08-07,2026-08,arrendamento,T1,Joana,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
563,41466741,2026-08-07,2026-08,arrendamento,T0,Sandra,Cliente do Portal,Meta,YR00041,0,Jardins do Marquês
565,41466758,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
566,41466762,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
567,41466799,2026-08-07,2026-08,arrendamento,T1,Eugénia,Cliente do Portal,Meta,YR00042,0,Jardins do Marquês
568,41466810,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,Meta,YR00043,0,Jardins do Marquês
569,41468364,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00054,0,Prime Living
570,41468720,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,YR00054,0,Prime Living
571,41468721,2026-08-07,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00006,0,Prime Living
572,41469070,2026-08-07,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,34869552,0,Douro Nobilis
574,41473190,2026-08-07,2026-08,arrendamento,T2,Eugénia,Cliente do Portal,idealista.com,"YR00055,YR00054",0,Prime Living
575,41473191,2026-08-07,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00023,0,Jardins da Seara
577,41474263,2026-08-07,2026-08,arrendamento,T2,Sandra,Cliente do Portal,idealista.com,YR00023,0,Jardins da Seara
579,41475062,2026-08-08,2026-08,arrendamento,T0,Eugénia,Cliente do Portal,idealista.com,YR00048,0,
580,41475720,2026-08-08,2026-08,arrendamento,T2,Joana,Cliente do Portal,idealista.com,YR00043,0,Jardins do Marquês
581,41476535,2026-08-08,2026-08,venda,T0,Joana,Cliente do Portal,idealista.com,34674607,0,
583,41481123,2026-08-09,2026-08,arrendamento,T0,Sandra,Cliente do Portal,idealista.com,YR00041,0,Jardins do Marquês
585,41482713,2026-08-09,2026-08,venda,T2,Sandra,Cliente do Portal,idealista.com,34957181,0,Jardins da Seara
586,41485857,2026-08-09,2026-08,arrendamento,T3,Eugénia,Cliente do Portal,idealista.com,YR00056,0,Jardins da Seara
587,41486770,2026-08-10,2026-08,arrendamento,T3,Joana,Cliente do Portal,idealista.com,"YR00056,YR00055",0,Jardins da Seara;Prime Living
588,41486914,2026-08-10,2026-08,arrendamento,T1,Sandra,Cliente do Portal,idealista.com,YR00004,0,Prime Living
